danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.828,0.48,7,-9.569,1,0.158,0.587,0.169,0.127,0.253,116.038,audio_features,3TzuOUqhDIS7gkKS4oy37V,spotify:track:3TzuOUqhDIS7gkKS4oy37V,https://api.spotify.com/v1/tracks/3TzuOUqhDIS7gkKS4oy37V,https://api.spotify.com/v1/audio-analysis/3TzuOUqhDIS7gkKS4oy37V,119747,4
0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,audio_features,0k4d5YPDr1r7FX77VdqWez,spotify:track:0k4d5YPDr1r7FX77VdqWez,https://api.spotify.com/v1/tracks/0k4d5YPDr1r7FX77VdqWez,https://api.spotify.com/v1/audio-analysis/0k4d5YPDr1r7FX77VdqWez,186173,4
0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,audio_features,3w3y8KPTfNeOKPiqUTakBh,spotify:track:3w3y8KPTfNeOKPiqUTakBh,https://api.spotify.com/v1/tracks/3w3y8KPTfNeOKPiqUTakBh,https://api.spotify.com/v1/audio-analysis/3w3y8KPTfNeOKPiqUTakBh,233478,4
0.73,0.735,1,-5.451,1,0.0923,0.0176,0.000189,0.089,0.541,121.985,audio_features,1DunhgeZSEgWiIYbHqXl0c,spotify:track:1DunhgeZSEgWiIYbHqXl0c,https://api.spotify.com/v1/tracks/1DunhgeZSEgWiIYbHqXl0c,https://api.spotify.com/v1/audio-analysis/1DunhgeZSEgWiIYbHqXl0c,255867,4
0.818,0.512,5,-9.056,0,0.0884,0.0963,0.0371,0.11,0.153,131.974,audio_features,6x9pCndnXEoea0CMcfjs9W,spotify:track:6x9pCndnXEoea0CMcfjs9W,https://api.spotify.com/v1/tracks/6x9pCndnXEoea0CMcfjs9W,https://api.spotify.com/v1/audio-analysis/6x9pCndnXEoea0CMcfjs9W,143719,4
0.732,0.502,2,-11.229,1,0.172,0.634,0.00123,0.104,0.565,92.064,audio_features,70MgcT507FGdoDBBLdmsqu,spotify:track:70MgcT507FGdoDBBLdmsqu,https://api.spotify.com/v1/tracks/70MgcT507FGdoDBBLdmsqu,https://api.spotify.com/v1/audio-analysis/70MgcT507FGdoDBBLdmsqu,159130,4
0.542,0.795,4,-3.63,0,0.0367,0.00506,0.019,0.0851,0.43,92.234,audio_features,6xWIuPEnPIODp4dCRsAd5I,spotify:track:6xWIuPEnPIODp4dCRsAd5I,https://api.spotify.com/v1/tracks/6xWIuPEnPIODp4dCRsAd5I,https://api.spotify.com/v1/audio-analysis/6xWIuPEnPIODp4dCRsAd5I,227160,4
0.553,0.659,8,-7.295,1,0.0391,0.0027,0,0.105,0.105,120.146,audio_features,0VO8gYVDSwM1Qdd2GsMoYK,spotify:track:0VO8gYVDSwM1Qdd2GsMoYK,https://api.spotify.com/v1/tracks/0VO8gYVDSwM1Qdd2GsMoYK,https://api.spotify.com/v1/audio-analysis/0VO8gYVDSwM1Qdd2GsMoYK,234000,4
0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863,audio_features,45S5WTQEGOB1VHr1Q4FuPl,spotify:track:45S5WTQEGOB1VHr1Q4FuPl,https://api.spotify.com/v1/tracks/45S5WTQEGOB1VHr1Q4FuPl,https://api.spotify.com/v1/audio-analysis/45S5WTQEGOB1VHr1Q4FuPl,208907,4
0.83,0.564,1,-7.822,1,0.235,0.177,0,0.128,0.107,85.042,audio_features,5FkoSXiJPKTNyYgALRJFhD,spotify:track:5FkoSXiJPKTNyYgALRJFhD,https://api.spotify.com/v1/tracks/5FkoSXiJPKTNyYgALRJFhD,https://api.spotify.com/v1/audio-analysis/5FkoSXiJPKTNyYgALRJFhD,129882,4
